C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_25_177.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_25_177.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_25_177.jpg,0,0,0,9.392872
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_25_302.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_25_302.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_25_302.jpg,0,0,0,9.2611
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_25_429.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_25_429.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_25_429.jpg,0,0,0,9.149621
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_25_542.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_25_542.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_25_542.jpg,0,0,0,9.039532
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_25_616.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_25_616.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_25_616.jpg,0,0,0,8.966875
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_25_732.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_25_732.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_25_732.jpg,0,0,0,8.876878
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_25_863.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_25_863.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_25_863.jpg,0,0,0,8.752401
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_25_986.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_25_986.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_25_986.jpg,-0.15,0.1815588,0,8.76083
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_26_104.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_26_104.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_26_104.jpg,-0.45,0.5368209,0,9.218618
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_26_231.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_26_231.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_26_231.jpg,-0.7500002,0.9185118,0,10.14795
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_26_352.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_26_352.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_26_352.jpg,0,1,0,11.27337
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_26_481.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_26_481.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_26_481.jpg,0,1,0,12.80944
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_26_601.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_26_601.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_26_601.jpg,0,1,0,14.03394
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_26_718.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_26_718.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_26_718.jpg,0,1,0,15.35498
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_26_838.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_26_838.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_26_838.jpg,0,1,0,16.61979
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_26_959.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_26_959.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_26_959.jpg,0,1,0,17.85894
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_026.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_026.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_026.jpg,0,1,0,18.46242
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_148.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_148.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_148.jpg,0,1,0,19.69584
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_270.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_270.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_270.jpg,0,1,0,20.91043
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_389.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_389.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_389.jpg,0,1,0,22.11001
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_513.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_513.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_513.jpg,-0.15,1,0,23.28447
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_636.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_636.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_636.jpg,-0.5000001,0.8182021,0,24.39214
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_755.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_755.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_755.jpg,0,0.4578457,0,24.91317
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_876.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_876.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_876.jpg,0,0.09695712,0,24.93134
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_27_996.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_27_996.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_27_996.jpg,0,0,0,24.64094
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_28_121.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_28_121.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_28_121.jpg,0,0,0,24.34483
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_28_242.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_28_242.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_28_242.jpg,0,0,0,24.05188
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_28_359.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_28_359.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_28_359.jpg,0,0,0,23.7624
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_28_484.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_28_484.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_28_484.jpg,0,0,0,23.4764
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_28_604.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_28_604.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_28_604.jpg,0,0.1809672,0,23.2888
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_28_723.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_28_723.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_28_723.jpg,0,0.5382888,0,23.61696
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_28_850.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_28_850.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_28_850.jpg,-0.15,0.9188955,0,24.47277
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_28_974.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_28_974.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_28_974.jpg,0,0.5491399,0,25.12605
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_097.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_097.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_097.jpg,0,0.1766356,0,25.30697
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_220.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_220.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_220.jpg,0,0,0,25.01987
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_290.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_290.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_290.jpg,0,0,0,24.86987
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_414.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_414.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_414.jpg,0,0,0,24.57031
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_541.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_541.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_541.jpg,-0.15,0,0,24.21714
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_669.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_669.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_669.jpg,-0.45,0,0,23.80346
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_791.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_791.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_791.jpg,0,0,0,23.49575
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_859.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_859.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_859.jpg,0,0,0,23.30504
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_29_985.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_29_985.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_29_985.jpg,0,0,0,23.02413
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_30_113.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_30_113.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_30_113.jpg,0,0,0,22.74698
C:\Users\itsvi\Desktop\Data\IMG\center_2020_05_28_19_42_30_239.jpg,C:\Users\itsvi\Desktop\Data\IMG\left_2020_05_28_19_42_30_239.jpg,C:\Users\itsvi\Desktop\Data\IMG\right_2020_05_28_19_42_30_239.jpg,0,0,0,22.4279
